<<<<<<< HEAD
week,claims,trend.unemploy,trend.filling,trend.job
2011-11-20,440157,0.756966351,1.591889117,0.71894538
2011-11-27,372640,0.892832107,0.909650924,0.919307207
2011-12-04,528793,0.873422713,0.909650924,0.883949238
2011-12-11,435863,0.9122415,0.966504107,0.836805278
2011-12-18,421103,0.9122415,1.212867899,0.71894538
2011-12-25,497689,0.951060287,0.966504107,0.73073137
2012-01-01,540057,1.067516649,0.947553046,0.978237156
2012-01-08,646219,0.989879075,0.966504107,1.025381116
2012-01-15,525422,1.009288468,0.985455168,1.013595126
2012-01-22,416880,1.009288468,0.966504107,1.025381116
2012-01-29,422287,0.970469681,1.02335729,1.025381116
2012-02-05,401365,0.873422713,1.04230835,0.990023146
2012-02-12,365014,0.873422713,1.004406229,0.895735228
2012-02-19,346659,0.834603926,0.947553046,0.942879187
2012-02-26,334242,0.834603926,0.928601985,0.978237156
2012-03-04,368433,0.795785138,0.928601985,0.966451167
2012-03-11,340102,0.815194532,0.947553046,0.954665177
2012-03-18,319498,0.795785138,0.909650924,0.990023146
2012-03-25,323373,0.776375745,0.947553046,0.990023146
2012-04-01,315800,0.776375745,1.080210472,0.954665177
2012-04-08,390064,0.776375745,1.004406229,1.013595126
2012-04-15,370482,0.776375745,0.909650924,1.025381116
2012-04-22,370632,0.756966351,0.928601985,1.048953095
2012-04-29,333476,0.795785138,0.909650924,1.025381116
2012-05-06,341080,0.756966351,0.966504107,1.037167106
2012-05-13,325094,0.756966351,0.909650924,1.072525075
2012-05-20,330427,0.776375745,0.947553046,1.072525075
2012-05-27,346260,0.815194532,0.966504107,1.013595126
2012-06-03,324385,0.795785138,0.947553046,1.060739085
2012-06-10,376610,0.795785138,0.985455168,1.025381116
2012-06-17,364548,0.776375745,0.985455168,1.025381116
2012-06-24,370521,0.776375745,1.02335729,1.013595126
2012-07-01,369826,0.854013319,1.02335729,0.942879187
2012-07-08,442192,0.854013319,0.985455168,1.037167106
2012-07-15,455260,0.776375745,0.966504107,1.025381116
2012-07-22,340780,0.815194532,0.947553046,1.025381116
2012-07-29,312931,0.795785138,0.985455168,0.990023146
2012-08-05,320219,0.718147564,0.909650924,0.978237156
2012-08-12,317680,0.756966351,1.004406229,1.013595126
2012-08-19,311857,0.718147564,0.985455168,1.013595126
2012-08-26,312542,0.737556958,0.966504107,0.966451167
2012-09-02,309537,0.873422713,0.985455168,1.001809136
2012-09-09,299729,0.756966351,0.947553046,1.025381116
2012-09-16,330454,0.737556958,1.004406229,1.025381116
2012-09-23,303685,0.718147564,1.004406229,1.025381116
2012-09-30,301046,0.854013319,1.004406229,1.001809136
2012-10-07,329925,0.815194532,1.02335729,0.942879187
2012-10-14,362730,0.776375745,1.02335729,0.966451167
2012-10-21,345227,0.737556958,1.04230835,0.919307207
2012-10-28,339924,0.795785138,0.928601985,0.872163248
2012-11-04,361823,0.873422713,1.02335729,0.907521217
2012-11-11,478551,0.834603926,1.080210472,0.907521217
2012-11-18,403636,0.679328777,1.819301848,0.71894538
2012-11-25,358865,0.776375745,0.909650924,0.895735228
2012-12-02,500163,0.815194532,0.947553046,0.907521217
2012-12-09,429191,0.756966351,0.928601985,0.825019289
2012-12-16,401431,0.834603926,1.080210472,0.74251736
2012-12-23,457584,0.815194532,1.193916838,0.636443451
2012-12-30,490126,1.106335436,0.985455168,0.836805278
2013-01-06,557424,0.931650894,0.947553046,1.013595126
2013-01-13,558047,0.854013319,0.985455168,0.978237156
2013-01-20,437360,0.834603926,1.004406229,0.990023146
2013-01-27,369567,0.795785138,1.02335729,1.013595126
2013-02-03,388708,0.756966351,1.02335729,0.978237156
2013-02-10,361759,0.69873817,1.080210472,0.919307207
2013-02-17,351087,0.69873817,1.04230835,0.966451167
2013-02-24,310512,0.679328777,0.985455168,0.978237156
2013-03-03,335794,0.659919383,0.985455168,0.954665177
2013-03-10,317661,0.640509989,1.02335729,0.954665177
2013-03-17,301471,0.659919383,1.04230835,0.966451167
2013-03-24,316133,0.640509989,1.174965777,0.942879187
2013-03-31,317494,0.679328777,0.985455168,0.966451167
2013-04-07,356935,0.679328777,0.985455168,1.001809136
2013-04-14,359415,0.659919383,1.004406229,0.966451167
2013-04-21,326264,0.659919383,1.004406229,0.990023146
2013-04-28,301622,0.659919383,0.947553046,1.001809136
2013-05-05,301602,0.621100596,0.947553046,1.001809136
2013-05-12,320253,0.621100596,0.985455168,1.025381116
2013-05-19,303357,0.621100596,1.004406229,0.978237156
2013-05-26,319508,0.640509989,0.985455168,0.978237156
2013-06-02,294608,0.659919383,0.966504107,1.048953095
2013-06-09,332964,0.640509989,1.02335729,1.001809136
2013-06-16,336970,0.640509989,1.04230835,0.990023146
2013-06-23,336901,0.640509989,1.02335729,0.990023146
2013-06-30,335424,0.640509989,1.137063655,0.872163248
2013-07-07,383811,0.718147564,1.004406229,1.013595126
2013-07-14,410974,0.679328777,1.04230835,0.966451167
2013-07-21,340457,0.640509989,1.02335729,0.990023146
2013-07-28,281692,0.659919383,1.02335729,1.013595126
2013-08-04,288861,0.621100596,1.02335729,0.990023146
2013-08-11,282756,0.621100596,1.02335729,0.990023146
2013-08-18,281164,0.601691202,1.04230835,1.025381116
2013-08-25,279803,0.582281809,0.985455168,0.954665177
2013-09-01,269359,0.621100596,0.966504107,0.931093197
2013-09-08,229648,0.621100596,1.04230835,1.013595126
2013-09-15,272946,0.601691202,1.061259411,1.013595126
2013-09-22,255087,0.621100596,1.061259411,1.013595126
2013-09-29,252196,0.776375745,1.061259411,1.001809136
2013-10-06,335937,0.679328777,1.118112594,0.966451167
2013-10-13,360957,0.679328777,1.174965777,0.942879187
2013-10-20,312037,0.659919383,1.118112594,1.001809136
2013-10-27,325326,0.621100596,1.099161533,0.954665177
2013-11-03,331867,0.640509989,1.061259411,0.978237156
2013-11-10,364167,0.659919383,1.099161533,0.966451167
2013-11-17,327053,0.621100596,1.193916838,0.931093197
2013-11-24,369197,0.582281809,1.895106092,0.70715939
2013-12-01,321896,0.679328777,0.928601985,0.872163248
2013-12-08,463413,0.718147564,1.080210472,0.872163248
2013-12-15,414613,0.737556958,1.118112594,0.825019289
2013-12-22,418272,0.756966351,1.383427447,0.636443451
2013-12-29,452664,0.892832107,1.04230835,0.836805278
2014-01-05,488537,1.164563617,1.04230835,1.037167106
2014-01-12,534966,1.067516649,1.080210472,1.107883045
2014-01-19,416116,0.931650894,1.118112594,1.072525075
2014-01-26,357806,1.009288468,1.099161533,1.037167106
2014-02-02,357742,0.951060287,1.099161533,1.013595126
2014-02-09,360338,0.776375745,1.137063655,0.966451167
2014-02-16,322761,0.69873817,1.061259411,1.001809136
2014-02-23,312665,0.776375745,1.061259411,1.013595126
2014-03-02,317832,0.756966351,1.080210472,0.990023146
2014-03-09,302311,0.815194532,1.118112594,0.990023146
2014-03-16,285970,0.718147564,1.137063655,1.001809136
2014-03-23,274072,0.795785138,1.080210472,1.037167106
2014-03-30,294862,0.834603926,1.02335729,1.025381116
2014-04-06,299162,0.873422713,1.061259411,1.025381116
2014-04-13,318793,0.679328777,1.193916838,1.025381116
2014-04-20,299182,0.679328777,0.947553046,1.037167106
2014-04-27,318127,0.776375745,1.004406229,1.037167106
2014-05-04,288748,0.737556958,1.04230835,1.037167106
2014-05-11,270738,0.679328777,1.02335729,1.084311065
2014-05-18,287398,0.640509989,0.985455168,1.072525075
2014-05-25,275412,0.582281809,1.04230835,1.060739085
2014-06-01,264133,0.562872415,1.004406229,1.072525075
2014-06-08,313371,0.543463021,1.04230835,1.072525075
2014-06-15,301195,0.543463021,1.04230835,1.048953095
2014-06-22,305029,0.543463021,1.080210472,1.060739085
2014-06-29,305791,0.543463021,1.193916838,0.966451167
2014-07-06,322753,0.562872415,1.080210472,1.072525075
2014-07-13,370559,0.524053628,1.099161533,1.048953095
2014-07-20,287049,0.543463021,1.156014716,1.072525075
2014-07-27,257625,0.504644234,1.118112594,1.037167106
2014-08-03,247877,0.465825447,1.061259411,1.037167106
2014-08-10,269468,0.446416053,1.02335729,1.013595126
2014-08-17,249463,0.42700666,1.004406229,1.037167106
2014-08-24,249006,0.42700666,1.061259411,1.025381116
2014-08-31,249780,0.42700666,1.04230835,0.966451167
2014-09-07,234755,0.42700666,1.061259411,1.060739085
2014-09-14,242318,0.407597266,1.080210472,1.037167106
2014-09-21,239780,0.407597266,1.118112594,1.025381116
2014-09-28,227571,0.42700666,1.04230835,0.990023146
2014-10-05,257545,0.42700666,1.099161533,0.978237156
2014-10-12,273756,0.42700666,1.061259411,0.966451167
2014-10-19,256166,0.407597266,1.080210472,0.978237156
2014-10-26,271331,0.42700666,1.061259411,0.966451167
2014-11-02,266921,0.465825447,1.080210472,0.966451167
2014-11-09,309338,0.446416053,1.080210472,0.954665177
2014-11-16,286115,0.446416053,1.269721081,0.931093197
2014-11-23,357202,0.388187872,1.895106092,0.71894538
2014-11-30,294389,0.485234841,0.985455168,0.907521217
2014-12-07,389284,0.465825447,1.099161533,0.895735228
2014-12-14,327827,0.446416053,1.156014716,0.848591268
2014-12-21,340827,0.407597266,1.364476386,0.660015431
2014-12-28,389757,0.485234841,1.04230835,0.801447309
2015-01-04,439342,1.940939362,0.966504107,1.143241014
2015-01-11,529685,1.824483,0.928601985,1.178598984
2015-01-18,383538,1.863301788,0.947553046,1.143241014
2015-01-25,281885,1.766254819,0.928601985,1.107883045
2015-02-01,306643,1.727436032,0.928601985,1.107883045
2015-02-08,324158,1.513932702,1.004406229,1.060739085
2015-02-15,277904,1.494523309,0.966504107,1.060739085
2015-02-22,280639,1.475113915,0.947553046,1.096097055
2015-03-01,315566,1.494523309,0.909650924,1.072525075
2015-03-08,277925,1.455704522,0.928601985,1.131455024
2015-03-15,260242,1.475113915,0.966504107,1.119669035
2015-03-22,248032,1.397476341,0.909650924,1.119669035
2015-03-29,239748,1.416885734,1.004406229,1.107883045
2015-04-05,253533,1.416885734,0.890699863,1.119669035
2015-04-12,308173,1.475113915,0.928601985,1.143241014
2015-04-19,279797,1.358657553,0.890699863,1.143241014
2015-04-26,250780,1.358657553,0.852797741,1.131455024
2015-05-03,236421,1.33924816,0.890699863,1.131455024
2015-05-10,242882,1.281019979,0.871748802,1.166812994
2015-05-17,243612,1.300429373,0.909650924,1.178598984
2015-05-24,253454,1.261610585,0.909650924,1.107883045
2015-05-31,230676,1.319838766,0.890699863,1.166812994
2015-06-07,275619,1.319838766,0.928601985,1.155027004
2015-06-14,258764,1.300429373,0.966504107,1.166812994
2015-06-21,263199,1.358657553,1.004406229,1.143241014
2015-06-28,274646,1.475113915,0.985455168,1.037167106
2015-07-05,303585,1.513932702,0.966504107,1.096097055
2015-07-12,344471,1.397476341,0.966504107,1.060739085
2015-07-19,262949,1.378066947,1.004406229,1.096097055
2015-07-26,230314,1.378066947,0.966504107,1.119669035
2015-08-02,224104,1.33924816,0.947553046,1.107883045
2015-08-09,239326,1.319838766,0.966504107,1.096097055
2015-08-16,229251,1.281019979,0.909650924,1.096097055
2015-08-23,226649,1.319838766,0.966504107,1.131455024
2015-08-30,230079,1.300429373,0.928601985,1.096097055
2015-09-06,232507,1.242201192,0.909650924,1.037167106
2015-09-13,198903,1.281019979,0.947553046,1.084311065
2015-09-20,219342,1.222791798,0.966504107,1.084311065
2015-09-27,215116,1.281019979,1.04230835,1.060739085
2015-10-04,227176,1.261610585,0.966504107,1.072525075
2015-10-11,256522,1.319838766,1.04230835,1.025381116
2015-10-18,232860,1.261610585,1.04230835,1.037167106
2015-10-25,245365,1.261610585,0.985455168,1.025381116
2015-11-01,258440,1.281019979,0.966504107,1.060739085
2015-11-08,291098,1.300429373,1.02335729,1.025381116
2015-11-15,264816,1.33924816,1.099161533,0.990023146
2015-11-22,305424,1.145154224,1.781399726,0.825019289
2015-11-29,262628,1.416885734,0.871748802,1.001809136
2015-12-06,384491,1.397476341,1.004406229,0.978237156
2015-12-13,313276,1.436295128,1.02335729,0.919307207
2015-12-20,319641,1.222791798,1.364476386,0.73073137
2015-12-27,346542,1.416885734,1.061259411,0.825019289
2016-01-03,405368,1.805073607,1.004406229,1.084311065
2016-01-10,502904,1.863301788,0.947553046,1.060739085
2016-01-17,378747,1.708026639,1.080210472,1.025381116
2016-01-24,295936,1.669207851,1.137063655,1.084311065
2016-01-31,311940,1.669207851,1.099161533,1.060739085
2016-02-07,290796,1.494523309,1.04230835,1.001809136
2016-02-14,258380,1.455704522,1.04230835,1.001809136
2016-02-21,248870,1.397476341,0.985455168,1.060739085
2016-02-28,265802,1.378066947,0.985455168,1.048953095
2016-03-06,247628,1.33924816,0.985455168,1.048953095
2016-03-13,236888,1.300429373,1.04230835,1.025381116
2016-03-20,230882,1.261610585,1.137063655,1.001809136
2016-03-27,235716,1.300429373,1.04230835,1.084311065
2016-04-03,245035,1.319838766,0.966504107,1.107883045
2016-04-10,270419,1.358657553,1.02335729,1.107883045
2016-04-17,242400,1.222791798,0.966504107,1.048953095
2016-04-24,245040,1.261610585,0.909650924,1.048953095
2016-05-01,243392,1.261610585,0.966504107,1.048953095
2016-05-08,261899,1.261610585,0.966504107,1.096097055
2016-05-15,244869,1.203382404,0.966504107,1.084311065
2016-05-22,240798,1.164563617,0.947553046,1.060739085
2016-05-29,246740,1.203382404,0.928601985,1.025381116
2016-06-05,232300,1.242201192,0.985455168,1.072525075
2016-06-12,266277,1.164563617,0.985455168,1.025381116
2016-06-19,247968,1.222791798,0.985455168,1.025381116
2016-06-26,263662,1.242201192,1.04230835,1.013595126
2016-07-03,267437,1.242201192,1.04230835,0.942879187
2016-07-10,298673,1.242201192,1.004406229,1.025381116
2016-07-17,268526,1.261610585,0.985455168,1.025381116
2016-07-24,231925,1.242201192,1.02335729,1.001809136
2016-07-31,219202,1.183973011,0.966504107,1.013595126
2016-08-07,231542,1.12574483,0.909650924,0.966451167
2016-08-14,219570,1.145154224,0.966504107,0.942879187
2016-08-21,217011,1.12574483,0.947553046,1.013595126
2016-08-28,215688,1.106335436,0.928601985,0.990023146
2016-09-04,217715,1.086926043,0.928601985,0.966451167
2016-09-11,193291,1.106335436,0.966504107,1.037167106
2016-09-18,205649,1.067516649,0.985455168,0.990023146
2016-09-25,198455,1.067516649,0.985455168,0.990023146
2016-10-02,200456,1.086926043,1.004406229,0.942879187
2016-10-09,238581,1.164563617,1.061259411,0.966451167
2016-10-16,233633,1.145154224,1.04230835,0.978237156
2016-10-23,237314,1.12574483,1.02335729,0.966451167
2016-10-30,245751,1.183973011,0.985455168,0.954665177
2016-11-06,258608,1.183973011,0.947553046,0.919307207
2016-11-13,223770,1.242201192,1.174965777,0.990023146
2016-11-20,287794,1.028697862,1.895106092,0.73073137
2016-11-27,249774,1.358657553,0.909650924,0.942879187
2016-12-04,351580,1.319838766,0.966504107,0.931093197
2016-12-11,305268,1.300429373,1.080210472,0.883949238
2016-12-18,315068,1.222791798,1.326574264,0.75430335
2016-12-25,343213,1.319838766,1.04230835,0.73073137
2017-01-01,350561,1.688617245,1.004406229,0.978237156
2017-01-08,414742,1.572160883,1.004406229,1.048953095
2017-01-15,352799,1.669207851,1.04230835,1.048953095
2017-01-22,284030,1.630389064,1.004406229,1.084311065
2017-01-29,280983,1.533342096,1.080210472,1.096097055
2017-02-05,259713,1.358657553,1.04230835,1.013595126
2017-02-12,245886,1.33924816,1.04230835,1.001809136
2017-02-19,239322,1.242201192,1.04230835,1.013595126
2017-02-26,212829,1.281019979,1.061259411,1.013595126
2017-03-05,243959,1.222791798,1.02335729,1.060739085
2017-03-12,222227,1.164563617,1.080210472,0.990023146
2017-03-19,224693,1.145154224,1.02335729,1.037167106
2017-03-26,228269,1.12574483,1.02335729,1.013595126
2017-04-02,208347,1.203382404,1.061259411,1.013595126
2017-04-09,239823,1.164563617,1.193916838,1.001809136
2017-04-16,225864,1.203382404,1.02335729,1.001809136
2017-04-23,241611,1.164563617,1.004406229,1.048953095
2017-04-30,210955,1.145154224,0.985455168,1.037167106
2017-05-07,215040,1.086926043,1.004406229,1.048953095
2017-05-14,206905,1.067516649,0.985455168,1.048953095
2017-05-21,210544,1.048107256,1.02335729,1.013595126
2017-05-28,232138,1.12574483,1.04230835,0.990023146
2017-06-04,212696,1.12574483,1.02335729,1.037167106
2017-06-11,234652,1.12574483,1.04230835,1.001809136
2017-06-18,228883,1.145154224,0.985455168,1.025381116
2017-06-25,239635,1.183973011,1.061259411,1.013595126
2017-07-02,252886,1.183973011,1.099161533,0.919307207
2017-07-09,284329,1.222791798,1.02335729,1.025381116
2017-07-16,257763,1.145154224,1.061259411,0.990023146
2017-07-23,220455,1.12574483,1.02335729,1.025381116
2017-07-30,198776,1.145154224,1.04230835,1.048953095
2017-08-06,211924,1.086926043,1.061259411,1.048953095
2017-08-13,198280,1.067516649,0.966504107,1.037167106
2017-08-20,195130,0.989879075,0.966504107,0.990023146
2017-08-27,196227,1.145154224,0.928601985,0.990023146
2017-09-03,250627,1.067516649,1.02335729,0.942879187
2017-09-10,211923,1.048107256,0.966504107,1.013595126
2017-09-17,212313,1.067516649,1.02335729,1.001809136
2017-09-24,212987,1.048107256,1.04230835,0.990023146
2017-10-01,204180,1.067516649,1.02335729,0.966451167
2017-10-08,229241,1.086926043,1.061259411,1.013595126
2017-10-15,205592,1.106335436,1.080210472,0.966451167
2017-10-22,216004,1.086926043,1.080210472,0.978237156
2017-10-29,215977,1.12574483,1.061259411,0.942879187
2017-11-05,242111,1.067516649,1.061259411,0.954665177
2017-11-12,236654,1.145154224,1.23181896,0.966451167
2017-11-19,275004,0.970469681,1.876155031,0.75430335
2017-11-26,224851,1.183973011,0.947553046,0.978237156
2017-12-03,325988,1.242201192,1.02335729,0.966451167
2017-12-10,282009,1.242201192,1.099161533,0.883949238
2017-12-17,287396,1.281019979,1.269721081,0.801447309
2017-12-24,324958,1.319838766,1.250770021,0.6953734
2017-12-31,351348,1.572160883,1.061259411,0.907521217
2018-01-07,403619,1.610979671,1.04230835,1.025381116
2018-01-14,354050,1.513932702,1.02335729,1.001809136
2018-01-21,260070,1.610979671,1.099161533,1.025381116
2018-01-28,267766,1.630389064,1.080210472,1.025381116
2018-02-04,242962,1.33924816,1.04230835,1.013595126
2018-02-11,232805,1.242201192,1.099161533,0.954665177
2018-02-18,212213,1.222791798,1.04230835,0.966451167
2018-02-25,195931,1.203382404,1.02335729,1.013595126
2018-03-04,225513,1.164563617,1.04230835,1.025381116
2018-03-11,204862,1.106335436,1.080210472,0.966451167
2018-03-18,198591,1.106335436,1.080210472,1.013595126
2018-03-25,195375,1.12574483,1.212867899,0.978237156
2018-04-01,200996,1.164563617,1.061259411,1.013595126
2018-04-08,231725,1.164563617,1.02335729,1.001809136
2018-04-15,226090,1.145154224,1.061259411,1.001809136
2018-04-22,200139,1.106335436,0.985455168,1.001809136
2018-04-29,186451,1.12574483,0.966504107,1.013595126
2018-05-06,190262,1.067516649,1.061259411,1.013595126
2018-05-13,195214,1.028697862,0.985455168,1.013595126
2018-05-20,207043,0.989879075,1.02335729,1.048953095
2018-05-27,202846,1.067516649,0.985455168,1.048953095
2018-06-03,191523,1.086926043,1.004406229,1.048953095
2018-06-10,217289,1.086926043,1.099161533,1.060739085
2018-06-17,206023,1.048107256,1.099161533,1.025381116
2018-06-24,222766,1.12574483,1.080210472,1.048953095
=======
week,claims,trend.unemploy,trend.filling,trend.job,sp500,vix
1/3/10,651215,1.183973011,0.720140315,1.119669035,1144.97998,18.13
1/10/10,825891,1.183973011,0.814895619,1.178598984,1136.030029,17.91
1/17/10,659173,1.203382404,0.739091376,1.119669035,1091.76001,27.31
1/24/10,507651,1.164563617,0.814895619,1.107883045,1073.869995,24.62
1/31/10,538617,1.086926043,0.776993498,1.072525075,1066.189941,26.11
2/7/10,512463,0.970469681,0.83384668,1.001809136,1075.51001,22.73
2/14/10,482078,1.067516649,0.795944559,1.025381116,1109.170044,20.02
2/21/10,458160,1.067516649,0.795944559,1.084311065,1104.48999,19.50
2/28/10,474662,1.222791798,0.758042437,1.084311065,1138.699951,17.42
3/7/10,462679,1.067516649,0.758042437,1.072525075,1149.98999,17.58
3/14/10,439061,0.989879075,0.795944559,1.013595126,1159.900024,16.97
3/21/10,413067,0.989879075,0.795944559,1.084311065,1166.589966,17.77
3/28/10,412710,1.164563617,0.985455168,1.060739085,1178.099976,17.47
4/4/10,421130,1.009288468,0.795944559,1.084311065,1194.369995,16.14
4/11/10,514136,1.242201192,0.814895619,1.096097055,1192.130005,18.36
4/18/10,436814,1.028697862,0.739091376,1.072525075,1217.280029,16.62
4/25/10,429196,0.951060287,0.776993498,1.060739085,1186.689941,22.05
5/2/10,399350,0.931650894,0.758042437,1.072525075,1110.880005,40.95
5/9/10,414327,0.931650894,0.776993498,1.131455024,1135.680054,31.24
5/16/10,414572,0.931650894,0.720140315,1.143241014,1087.689941,40.10
5/23/10,410778,0.951060287,0.720140315,1.060739085,1089.410034,32.07
5/30/10,418873,0.970469681,0.776993498,1.072525075,1064.880005,35.48
6/6/10,398864,1.028697862,0.795944559,1.096097055,1091.599976,28.79
6/13/10,448305,1.203382404,0.758042437,1.107883045,1117.51001,23.95
6/20/10,427080,1.358657553,0.795944559,1.037167106,1076.76001,28.53
6/27/10,444712,1.436295128,0.776993498,1.001809136,1022.580017,30.12
7/4/10,470366,1.203382404,0.758042437,0.978237156,1077.959961,24.98
7/11/10,515991,1.494523309,0.758042437,1.048953095,1064.880005,26.25
7/18/10,502065,1.940939362,0.758042437,1.013595126,1102.660034,23.47
7/25/10,413679,1.203382404,0.814895619,0.990023146,1101.599976,23.50
8/1/10,402140,0.970469681,0.720140315,0.978237156,1121.640015,21.74
8/8/10,425471,0.951060287,0.795944559,1.013595126,1079.25,26.24
8/15/10,405484,0.873422713,0.795944559,1.025381116,1071.689941,25.49
8/22/10,384955,0.854013319,0.739091376,0.966451167,1064.589966,24.45
8/29/10,383135,0.854013319,0.682238193,0.966451167,1104.51001,21.31
9/5/10,381863,0.815194532,0.739091376,0.919307207,1109.550049,21.99
9/12/10,341791,0.834603926,0.720140315,0.978237156,1125.589966,22.01
9/19/10,382341,0.815194532,0.814895619,0.954665177,1148.670044,21.71
9/26/10,372551,0.815194532,0.758042437,0.966451167,1146.23999,22.50
10/3/10,373681,0.815194532,0.758042437,0.954665177,1165.150024,20.71
